q1 [deg],q2 [deg],q3 [deg],q4 [deg],Percentage_Tan_M_J2,Percentage_Nor_M_J2,Percentage_Tan_S_J4,Percentage_Nor_S_J4,Percentage_Tan_M_J4,Percentage_Nor_M_J4,Percentage_Tan_S_J2,Percentage_Nor_S_J2,TransmissionRatio_Tan_M_J2_S_J4 ,TransmissionRatio_Nor_M_J2_S_J4 ,TransmissionRatio_Tan_M_J4_S_J2 ,TransmissionRatio_Nor_M_J4_S_J2 
0,90,0,90,0.95025,0,0.78607,0,0.81095,0,0.9801,0,1,,1,
